Unnamed: 0,subset,wordnet_id,core_synset,core_lemma,hypernym_synsets,cohyponym_synsets,wikimedia_images,image_filename,definition,model_a,model_b,gpt4
62,appendix,3703463,mackinaw.n.01,mackinaw,['coat.n.01'],"['box_coat.n.01', 'coatee.n.01', 'cutaway.n.02', 'duffel_coat.n.01', 'frock_coat.n.01', 'fur_coat.n.01', 'greatcoat.n.01', 'jacket.n.01', 'lab_coat.n.01', 'mackinaw.n.01', 'newmarket.n.01', 'raincoat.n.01', 'sack_coat.n.01', 'sheepskin_coat.n.01', 'surcoat.n.01', 'topper.n.05']","['https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Mackinaw%2C_Illinois_depot_from_N.jpg/800px-Mackinaw%2C_Illinois_depot_from_N.jpg?20111208134930', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/New_USCGC_Mackinaw_-1.jpg/800px-New_USCGC_Mackinaw_-1.jpg?20080828001820', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Mackinaw_City_roundabout.jpg/800px-Mackinaw_City_roundabout.jpg?20220323032831', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Mackinac_Bridge_from_Mackinaw_City.jpg/800px-Mackinac_Bridge_from_Mackinaw_City.jpg?20190703184324', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/MACKINAW_DECOMISSIONING_DVIDS1078690.jpg/800px-MACKINAW_DECOMISSIONING_DVIDS1078690.jpg?20150313134203']","Mackinaw, Illinois depot from N.jpg",a short plaid coat made of made of thick woolen material,playgroundai_playground-v2.5-1024px-aesthetic,black-forest-labs_FLUX.1-dev,A
70,appendix,2815071,bead.n.01,bead,['jewelry.n.01'],"['bead.n.01', 'bijou.n.01', 'bling.n.01', 'bracelet.n.02', 'clip.n.04', 'cufflink.n.01', 'earring.n.01', 'jewel.n.01', 'necklace.n.01', 'pin.n.01', 'ring.n.08', 'tie_clip.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Bead_Production_KSK.jpg/396px-Bead_Production_KSK.jpg?20220307234153', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Beads_%285843377458%29.jpg/730px-Beads_%285843377458%29.jpg?20130806161236', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/02024_Silver%2C_two-cone_bead%2C_9th-century.jpg/600px-02024_Silver%2C_two-cone_bead%2C_9th-century.jpg?20240103190140', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/02024_Silver_bead%2C_granulation%2C_filigree%2C_10th-century%2C_Dramino.jpg/600px-02024_Silver_bead%2C_granulation%2C_filigree%2C_10th-century%2C_Dramino.jpg?20240103190900', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Waist_beads.jpg/800px-Waist_beads.jpg?20151026230402']",Bead Production KSK.jpg,a small ball with a hole through the middle,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,B
76,appendix,3262349,earring.n.01,earring,['jewelry.n.01'],"['bead.n.01', 'bijou.n.01', 'bling.n.01', 'bracelet.n.02', 'clip.n.04', 'cufflink.n.01', 'earring.n.01', 'jewel.n.01', 'necklace.n.01', 'pin.n.01', 'ring.n.08', 'tie_clip.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/1665_Girl_with_a_Pearl_Earring.jpg/506px-1665_Girl_with_a_Pearl_Earring.jpg?20170114124259', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%EA%B2%BD%EC%A3%BC_%EB%B6%80%EB%B6%80%EC%B4%9D_%EA%B8%88%EA%B7%80%EA%B1%B8%EC%9D%B4.jpg/584px-%EA%B2%BD%EC%A3%BC_%EB%B6%80%EB%B6%80%EC%B4%9D_%EA%B8%88%EA%B7%80%EA%B1%B8%EC%9D%B4.jpg?20150129054545', 'https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Positions_of_earrings.jpg/345px-Positions_of_earrings.jpg?20051214180515', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/A_Brazilian_family_in_Rio_de_Janeiro_by_Jean-Baptiste_Debret_1839.jpg/800px-A_Brazilian_family_in_Rio_de_Janeiro_by_Jean-Baptiste_Debret_1839.jpg?20160812165018', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Earring_%28jewelry%29.jpg/429px-Earring_%28jewelry%29.jpg?20141216135841']",1665 Girl with a Pearl Earring.jpg,jewelry to ornament the ear; usually clipped to the earlobe or fastened through a hole in the lobe,black-forest-labs_FLUX.1-dev,DeepFloyd_IF-I-XL-v1.0,A
79,appendix,3940713,pin.n.01,pin,['jewelry.n.01'],"['bead.n.01', 'bijou.n.01', 'bling.n.01', 'bracelet.n.02', 'clip.n.04', 'cufflink.n.01', 'earring.n.01', 'jewel.n.01', 'necklace.n.01', 'pin.n.01', 'ring.n.08', 'tie_clip.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pin_EXP_060.JPG/800px-Pin_EXP_060.JPG?20190616151714', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/All_pins.jpg/800px-All_pins.jpg?20190204161557', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Standard_pin.jpg/800px-Standard_pin.jpg?20060715092042', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/US-USSR_Trade_and_Economic_Council_pin.png/648px-US-USSR_Trade_and_Economic_Council_pin.png?20210808170107', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/High-grade_prostatic_intraepithelial_neoplasia_low_mag.jpg/800px-High-grade_prostatic_intraepithelial_neoplasia_low_mag.jpg?20100610034208']",Pin EXP 060.JPG,a piece of jewelry that is pinned onto the wearer's garment,black-forest-labs_FLUX.1-dev,retrieval,A
83,appendix,2766320,baby_bed.n.01,baby_bed,['furniture.n.01'],"['baby_bed.n.01', 'bedroom_furniture.n.01', 'bedstead.n.01', 'bookcase.n.01', 'buffet.n.01', 'cabinet.n.01', 'chest_of_drawers.n.01', 'dining-room_furniture.n.01', 'etagere.n.01', 'fitment.n.01', 'hallstand.n.01', 'lamp.n.02', 'lawn_furniture.n.01', 'nest.n.05', 'office_furniture.n.01', 'seat.n.03', 'sectional.n.01', 'sheraton.n.01', 'sleeper.n.07', 'table.n.02', 'table.n.03', 'wall_unit.n.01', 'wardrobe.n.01', 'washstand.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/William-Adolphe_Bouguereau_-_Gabrielle_Cot_-_Sotheby%27s.jpg/484px-William-Adolphe_Bouguereau_-_Gabrielle_Cot_-_Sotheby%27s.jpg?20230714022340', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Baby_bed_2010.jpg/800px-Baby_bed_2010.jpg?20120115154615', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/%28Portrait_of_a_baby_in_a_bassinet_%28AM_84765-1%29.jpg/800px-%28Portrait_of_a_baby_in_a_bassinet_%28AM_84765-1%29.jpg?20180114173944', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Kinderverzorgster_met_een_baby_bij_een_wieg_op_een_veranda%2C_Bestanddeelnr_252-9111.jpg/618px-Kinderverzorgster_met_een_baby_bij_een_wieg_op_een_veranda%2C_Bestanddeelnr_252-9111.jpg?20180222112046', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Not_happy%2C_Mum.jpg?20111031152511']",William-Adolphe Bouguereau - Gabrielle Cot - Sotheby's.jpg,a small bed for babies; enclosed by sides to prevent the baby from falling,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,black-forest-labs_FLUX.1-dev,A
90,appendix,3200906,dining-room_furniture.n.01,dining-room_furniture,['furniture.n.01'],"['baby_bed.n.01', 'bedroom_furniture.n.01', 'bedstead.n.01', 'bookcase.n.01', 'buffet.n.01', 'cabinet.n.01', 'chest_of_drawers.n.01', 'dining-room_furniture.n.01', 'etagere.n.01', 'fitment.n.01', 'hallstand.n.01', 'lamp.n.02', 'lawn_furniture.n.01', 'nest.n.05', 'office_furniture.n.01', 'seat.n.03', 'sectional.n.01', 'sheraton.n.01', 'sleeper.n.07', 'table.n.02', 'table.n.03', 'wall_unit.n.01', 'wardrobe.n.01', 'washstand.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/36_Seaward_Ct._New_Orleans_LA_70131_Dining_Room.jpg/800px-36_Seaward_Ct._New_Orleans_LA_70131_Dining_Room.jpg?20191210015426', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Wright_dining_table_-_HNT.jpg/800px-Wright_dining_table_-_HNT.jpg?20230724161935', 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Formal_dining_room_inside_Van_Cortlandt_House_Museum.jpg/450px-Formal_dining_room_inside_Van_Cortlandt_House_Museum.jpg?20211004054908', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Dining_room_in_the_City_Museum%2C_2006-01-04%2C_Lisbon.jpg/450px-Dining_room_in_the_City_Museum%2C_2006-01-04%2C_Lisbon.jpg?20201220085053']",36 Seaward Ct. New Orleans LA 70131 Dining Room.jpg,furniture intended for use in a dining room,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-xl-base-1.0,A
100,appendix,4192521,sheraton.n.01,Sheraton,['furniture.n.01'],"['baby_bed.n.01', 'bedroom_furniture.n.01', 'bedstead.n.01', 'bookcase.n.01', 'buffet.n.01', 'cabinet.n.01', 'chest_of_drawers.n.01', 'dining-room_furniture.n.01', 'etagere.n.01', 'fitment.n.01', 'hallstand.n.01', 'lamp.n.02', 'lawn_furniture.n.01', 'nest.n.05', 'office_furniture.n.01', 'seat.n.03', 'sectional.n.01', 'sheraton.n.01', 'sleeper.n.07', 'table.n.02', 'table.n.03', 'wall_unit.n.01', 'wardrobe.n.01', 'washstand.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Sheraton_Hotel_Adana_and_Seyhan_River.jpg/800px-Sheraton_Hotel_Adana_and_Seyhan_River.jpg?20231017163909', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Sheraton_%281%29.svg/800px-Sheraton_%281%29.svg.png?20191203013452', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/1793_Sheraton_ladies_work-table_%28left%29.png/491px-1793_Sheraton_ladies_work-table_%28left%29.png?20130214205511', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Sheraton_Montevideo.jpg/586px-Sheraton_Montevideo.jpg?20170813012546']",Sheraton Hotel Adana and Seyhan River.jpg,a furniture style that originated in England around 1800; simple in design with straight lines and classical ornamentation,black-forest-labs_FLUX.1-dev,stabilityai_stable-diffusion-3-medium-diffusers,A
101,appendix,4235646,sleeper.n.07,sleeper,['furniture.n.01'],"['baby_bed.n.01', 'bedroom_furniture.n.01', 'bedstead.n.01', 'bookcase.n.01', 'buffet.n.01', 'cabinet.n.01', 'chest_of_drawers.n.01', 'dining-room_furniture.n.01', 'etagere.n.01', 'fitment.n.01', 'hallstand.n.01', 'lamp.n.02', 'lawn_furniture.n.01', 'nest.n.05', 'office_furniture.n.01', 'seat.n.03', 'sectional.n.01', 'sheraton.n.01', 'sleeper.n.07', 'table.n.02', 'table.n.03', 'wall_unit.n.01', 'wardrobe.n.01', 'washstand.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/European_Sleeper_map.svg/652px-European_Sleeper_map.svg.png?20231214004820', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Superliner_II_Sleeper_car_Roomette_dimensions.png/800px-Superliner_II_Sleeper_car_Roomette_dimensions.png?20210805210900', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/New_Caledonian_Sleeper_train_on_test_-_geograph.org.uk_-_5738308.jpg/800px-New_Caledonian_Sleeper_train_on_test_-_geograph.org.uk_-_5738308.jpg?20231115152531', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Caledonian_Sleeper_%2838271773371%29.jpg/450px-Caledonian_Sleeper_%2838271773371%29.jpg?20171110131928', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Martha_Sleeper_-_Jul_1923_Shadowland.jpg/408px-Martha_Sleeper_-_Jul_1923_Shadowland.jpg?20191122185620']",European Sleeper map.svg,a piece of furniture that can be opened up into a bed,black-forest-labs_FLUX.1-dev,stabilityai_sdxl-turbo,A
106,appendix,4555400,washstand.n.01,washstand,['furniture.n.01'],"['baby_bed.n.01', 'bedroom_furniture.n.01', 'bedstead.n.01', 'bookcase.n.01', 'buffet.n.01', 'cabinet.n.01', 'chest_of_drawers.n.01', 'dining-room_furniture.n.01', 'etagere.n.01', 'fitment.n.01', 'hallstand.n.01', 'lamp.n.02', 'lawn_furniture.n.01', 'nest.n.05', 'office_furniture.n.01', 'seat.n.03', 'sectional.n.01', 'sheraton.n.01', 'sleeper.n.07', 'table.n.02', 'table.n.03', 'wall_unit.n.01', 'wardrobe.n.01', 'washstand.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Washstand_MET_DT1424.jpg/480px-Washstand_MET_DT1424.jpg?20170409183547', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Gothic_double_washstand_%E2%80%A2_p343_%E2%80%A2_Scammell%27s_Cyclopedia_of_Valuable_Receipts_%281897%29.tif/lossy-page1-800px-Gothic_double_washstand_%E2%80%A2_p343_%E2%80%A2_Scammell%27s_Cyclopedia_of_Valuable_Receipts_%281897%29.tif.jpg?20220521044958', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Washstand_by_William_Burges_01.jpg/375px-Washstand_by_William_Burges_01.jpg?20240220194746', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Interior_of_Mamo_Tower_04.jpg/400px-Interior_of_Mamo_Tower_04.jpg?20191127224124']",Washstand MET DT1424.jpg,furniture consisting of a table or stand to hold a basin and pitcher of water for washing: `wash-hand stand' is a British term,DeepFloyd_IF-I-XL-v1.0,black-forest-labs_FLUX.1-dev,B
107,appendix,7698915,pasta.n.02,"pasta,",['food.n.02'],"['baked_goods.n.01', 'breakfast_food.n.01', 'butter.n.01', 'cheese.n.01', 'chocolate.n.02', 'coconut.n.01', 'convenience_food.n.01', 'dika_bread.n.01', 'fish.n.02', 'fresh_food.n.01', 'health_food.n.01', 'junk_food.n.01', 'leftovers.n.01', 'loaf.n.02', 'meat.n.01', 'pasta.n.02', 'produce.n.01', 'seafood.n.01', 'slop.n.04', 'yogurt.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/%28Pasta%29_by_David_Adam_Kess_%28pic.2%29.jpg/800px-%28Pasta%29_by_David_Adam_Kess_%28pic.2%29.jpg?20231116013947', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Pasta_with_Milk.jpg/450px-Pasta_with_Milk.jpg?20221225055124', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Pasta_IMG_3985.JPG/800px-Pasta_IMG_3985.JPG?20090530110647', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Pasta_e_ceci_con_maltagliati_di_pasta_all%E2%80%99uovo.jpg/450px-Pasta_e_ceci_con_maltagliati_di_pasta_all%E2%80%99uovo.jpg?20160922095300', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Pasta_Pasta.jpg/450px-Pasta_Pasta.jpg?20210409165222']",(Pasta) by David Adam Kess (pic.2).jpg,shaped and dried dough made from flour and water and sometimes egg,black-forest-labs_FLUX.1-dev,prompthero_openjourney,A
109,appendix,7702193,dumpling.n.01,dumpling,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/02024_0417_Pierogi_%28Dumplings%29.jpg/800px-02024_0417_Pierogi_%28Dumplings%29.jpg?20240503185156', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Dumplings_at_Chinese_restaurant_in_Tokyo_Midtown_2.jpg/796px-Dumplings_at_Chinese_restaurant_in_Tokyo_Midtown_2.jpg?20231214083953', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Putien_bian_rou_dumpling_soup.jpg/800px-Putien_bian_rou_dumpling_soup.jpg?20210613083040', 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/The_cooking_procedure_of_Scomberomorussinensis_dumplings_-_picture_1st.jpg/450px-The_cooking_procedure_of_Scomberomorussinensis_dumplings_-_picture_1st.jpg?20190906231821', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Mama_Yali%27s_Dumpling_Kitchen_-_December_2023_-_Sarah_Stierch_01.jpg/800px-Mama_Yali%27s_Dumpling_Kitchen_-_December_2023_-_Sarah_Stierch_01.jpg?20240101043648']",02024 0417 Pierogi (Dumplings).jpg,small balls or strips of boiled or steamed dough,runwayml_stable-diffusion-v1-5,black-forest-labs_FLUX.1-dev,B
113,appendix,7701053,lasagna.n.02,lasagna,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Meaty_Lasagna_8of8_%288736299782%29.jpg/800px-Meaty_Lasagna_8of8_%288736299782%29.jpg?20170115202025', 'https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Lasagna_2022.jpg/450px-Lasagna_2022.jpg?20221130082214', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Lasagna_4.jpg/450px-Lasagna_4.jpg?20230107102948', 'https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Beef_Lasagna_-_The_Mad_Hatter.jpg/800px-Beef_Lasagna_-_The_Mad_Hatter.jpg?20230415135328', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Lasagna_with_minced_meat%2C_Brisbane.jpg/800px-Lasagna_with_minced_meat%2C_Brisbane.jpg?20200902060516']",Meaty Lasagna 8of8 (8736299782).jpg,very wide flat strips of pasta,black-forest-labs_FLUX.1-dev,Tencent-Hunyuan_HunyuanDiT-v1.2-Diffusers,A
117,appendix,7872492,mostaccioli.n.01,mostaccioli,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Penne_sammenbygd.jpg/800px-Penne_sammenbygd.jpg?20221023190255', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pennelisce_closeup.png/800px-Pennelisce_closeup.png?20180115190154', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Penne_Arrabbiata.jpg/698px-Penne_Arrabbiata.jpg?20230521185924', 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Whole_wheat_penne%2C_cooked_and_uncooked.jpg/800px-Whole_wheat_penne%2C_cooked_and_uncooked.jpg?20080322191857', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Penne_ao_molho_Pomodoro_e_Polpetone_-_Spoleto.jpg/800px-Penne_ao_molho_Pomodoro_e_Polpetone_-_Spoleto.jpg?20190715024522']",Penne sammenbygd.jpg,pasta somewhat resembling little moustaches,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,black-forest-labs_FLUX.1-dev,A
121,appendix,7701244,ravioli.n.01,ravioli,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/8/86/Ravioli_di_Faraona.JPG?20071027021333', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ravioli_3.jpg/796px-Ravioli_3.jpg?20231130055540', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ravioli_2020.jpg/800px-Ravioli_2020.jpg?20200321183907', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ravioli_Soup_with_Sausage_and_Kale-1_%2832420624362%29.jpg/398px-Ravioli_Soup_with_Sausage_and_Kale-1_%2832420624362%29.jpg?20210307132036', 'https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Raviolis_en_salsa_de_nous.jpg/800px-Raviolis_en_salsa_de_nous.jpg?20200609135016']",Ravioli di Faraona.JPG,small circular or square cases of dough with savory fillings,black-forest-labs_FLUX.1-dev,DeepFloyd_IF-I-XL-v1.0,A
125,appendix,7701372,tagliatelle.n.01,tagliatelle,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Dry_tagliatelle_pasta.jpg/600px-Dry_tagliatelle_pasta.jpg?20060525204806', 'https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Tagliatelle_Al_Salmone_-_Pinocchio_2024-06-18.jpg/800px-Tagliatelle_Al_Salmone_-_Pinocchio_2024-06-18.jpg?20240619050205', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Tagliatelle_Funghi_e_Prosciutto_-_Donatello_2023-09-12.jpg/450px-Tagliatelle_Funghi_e_Prosciutto_-_Donatello_2023-09-12.jpg?20230913105846', 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Tagliatelle_con_farina_di_castagne.jpg/800px-Tagliatelle_con_farina_di_castagne.jpg?20150823194733', 'https://upload.wikimedia.org/wikipedia/commons/6/67/Nests_of_tagliatelle_bolognesi.jpg?20100509203651']",Dry tagliatelle pasta.jpg,pasta cut in narrow ribbons,black-forest-labs_FLUX.1-dev,PixArt-alpha_PixArt-Sigma-XL-2-512-MS,A
127,appendix,7700868,vermicelli.n.01,vermicelli,['pasta.n.02'],"['couscous.n.02', 'dumpling.n.01', 'farfalle.n.01', 'fedelline.n.01', 'fettuccine.n.01', 'lasagna.n.02', 'linguine.n.01', 'macaroni.n.02', 'manicotti.n.01', 'mostaccioli.n.01', 'noodle.n.01', 'orzo.n.01', 'penne.n.01', 'ravioli.n.01', 'rigatoni.n.01', 'spaghetti.n.02', 'spaghettini.n.01', 'tagliatelle.n.01', 'tortellini.n.01', 'vermicelli.n.01', 'ziti.n.01']","['https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Fideo_%28coiled_vermicelli%29.JPG/800px-Fideo_%28coiled_vermicelli%29.JPG?20240520191041', 'https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Vermicelli_Upma_in_North_India.jpg/800px-Vermicelli_Upma_in_North_India.jpg?20220429103532', 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Vermicelli_dish_from_India.jpg/800px-Vermicelli_dish_from_India.jpg?20220117102836', 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Macaroni_and_Similar_Pastes%2C_illustration_from_The_Encyclopedia_of_Food_by_Artemas_Ward.jpg/373px-Macaroni_and_Similar_Pastes%2C_illustration_from_The_Encyclopedia_of_Food_by_Artemas_Ward.jpg?20191009204454', 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Sebai_Ko_Kherr.jpg/450px-Sebai_Ko_Kherr.jpg?20230122171044']",Fideo (coiled vermicelli).JPG,pasta in strings thinner than spaghetti,stabilityai_stable-diffusion-xl-base-1.0,black-forest-labs_FLUX.1-dev,A
131,appendix,7852712,brick_cheese.n.01,brick_cheese,['cheese.n.01'],"['bleu.n.01', 'brick_cheese.n.01', 'brie.n.01', 'camembert.n.01', 'cheddar.n.02', 'cheshire_cheese.n.01', 'cottage_cheese.n.01', 'cream_cheese.n.01', 'double_gloucester.n.01', 'edam.n.01', 'goat_cheese.n.01', 'gouda.n.01', 'grated_cheese.n.01', 'hand_cheese.n.01', 'liederkranz.n.01', 'limburger.n.01', 'mozzarella.n.01', 'muenster.n.01', 'parmesan.n.01', 'process_cheese.n.01', 'quark_cheese.n.01', 'ricotta.n.01', 'string_cheese.n.01', 'swiss_cheese.n.01', 'triple_cream.n.01', 'velveeta.n.01']","['https://upload.wikimedia.org/wikipedia/commons/c/cb/Brickcheese.jpg?20100920081948', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Brick_sized_Camembert.jpg/800px-Brick_sized_Camembert.jpg?20210726073725', 'https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Brick_sized_Camembert_cut_in_half.jpg/800px-Brick_sized_Camembert_cut_in_half.jpg?20210726073724', 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Brick_sized_Camembert_cut_in_half_again.jpg/800px-Brick_sized_Camembert_cut_in_half_again.jpg?20210726073726', 'https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Philadelphia_cream_cheese_%28flash%29.jpg/800px-Philadelphia_cream_cheese_%28flash%29.jpg?20180227191938']",Brickcheese.jpg,semisoft sweet American cheese from whole milk in a brick form,kandinsky-community_kandinsky-3,black-forest-labs_FLUX.1-dev,A
